id,species,n.counted,n.measured,n.total
119413,28,19,35,54
119413,9,0,35,35
119413,2,0,229,229
119413,3,0,1,1
119415,2,0,75,75
119415,12,0,11,11
119415,23,0,3,3
119415,1,0,43,43
119415,28,0,8,8
119415,9,0,28,28
119415,5,180,142,322
119417,1,0,25,25
119417,3,0,1,1
119417,5,300,124,424
119417,28,0,9,9
119417,9,0,14,14
119417,2,0,14,14
119419,1,0,41,41
119419,23,0,8,8
119419,28,0,2,2
119419,60,0,3,3
119419,9,0,18,18
119419,2,0,30,30
119419,5,210,82,292
119421,1,0,131,131
119135,23,0,7,7
119135,9,0,3,3
119135,5,0,48,48
119135,2,383,160,543
119137,5,0,4,4
119137,9,0,32,32
119137,12,0,8,8
119137,1,0,12,12
119137,2,3115,126,3241
119137,28,345,48,393
119139,1,0,12,12
119139,2,803,70,873
119139,5,0,2,2
119139,9,0,2,2
119139,12,0,5,5
119139,23,0,43,43
119139,28,210,28,238
119141,1,0,2,2
119141,2,0,11,11
119345,9,0,9,9
119345,2,0,108,108
119345,12,0,2,2
119345,23,0,4,4
119345,28,0,8,8
119347,5,355,145,500
119347,9,0,21,21
119347,12,0,2,2
119347,1,0,326,326
119347,2,1904,240,2144
119347,23,0,1,1
119347,28,289,44,333
119349,1,0,87,87
119349,3,0,2,2
119349,5,143,154,297
119349,9,0,102,102
119349,23,0,1,1
119349,2,0,112,112
119349,60,0,1,1
119351,1,0,106,106
119351,2,0,56,56
119351,28,13,62,75
119351,3,0,1,1
119351,5,94,137,231
119351,9,0,146,146
119351,23,0,7,7
119351,60,0,1,1
119301,9,0,37,37
119301,60,0,1,1
119301,12,0,39,39
119301,2,36,34,70
119303,1,0,65,65
119303,28,0,55,55
119303,12,0,27,27
119303,5,0,68,68
119303,9,0,31,31
119303,2,0,7,7
119305,1,0,52,52
119305,28,0,16,16
119305,12,0,11,11
119305,9,0,213,213
119307,1,0,110,110
119307,28,0,44,44
119307,5,0,73,73
119307,12,0,5,5
119307,9,0,196,196
119307,2,0,18,18
119309,1,0,55,55
119309,2,0,93,93
119309,28,0,59,59
119868,23,0,40,40
119868,2,0,44,44
119868,5,260,75,335
119868,3,0,1,1
119870,1,0,15,15
119870,2,128,111,239
119870,5,0,48,48
119870,28,30,57,87
119870,9,0,49,49
119870,23,0,16,16
119870,12,0,6,6
119872,1,0,67,67
119872,2,0,6,6
119872,9,0,31,31
119872,23,0,17,17
119872,12,0,3,3
119872,5,0,77,77
119874,1,0,28,28
119874,2,0,112,112
119874,5,184,130,314
119874,23,0,19,19
119874,28,0,20,20
119874,9,0,42,42
119876,1,0,22,22
119876,2,278,275,553
119141,28,0,11,11
119141,23,0,7,7
119141,9,0,1,1
119141,3,0,1,1
119145,1,0,2,2
119145,9,0,1,1
119145,23,0,36,36
119145,12,0,1,1
119145,2,0,6,6
119147,2,127,102,229
119147,5,0,1,1
119147,28,0,70,70
119147,23,0,35,35
119147,12,0,2,2
119149,2,783,104,887
119149,28,903,49,952
119149,1,0,33,33
119149,60,0,18,18
119149,23,0,1,1
119149,5,0,52,52
119151,1,0,172,172
119151,5,2190,79,2269
119151,60,70,69,139
119151,28,70,38,108
119151,2,906,226,1132
119151,3,0,26,26
119421,23,0,52,52
119421,2,0,2,2
119421,5,503,127,630
119421,12,0,4,4
119421,9,0,229,229
119423,1,0,82,82
119423,5,182,134,316
119423,28,113,51,164
119423,23,0,15,15
119423,2,0,332,332
119423,9,0,79,79
119423,12,0,62,62
119423,3,0,5,5
119425,1,0,418,418
119425,23,0,23,23
119425,28,0,24,24
119425,2,0,18,18
119425,3,0,5,5
119425,9,0,102,102
119353,1,0,141,141
119353,2,0,176,176
119353,3,0,9,9
119353,5,162,140,302
119353,9,0,140,140
119355,1,0,36,36
119355,2,0,278,278
119355,5,0,74,74
119355,9,0,101,101
119355,12,0,18,18
119355,28,201,63,264
119357,1,0,99,99
119357,12,0,16,16
119357,28,131,45,176
119357,23,0,1,1
119876,9,0,40,40
119876,28,13,46,59
119876,23,0,8,8
119876,12,0,2,2
119876,5,0,121,121
119878,1,0,55,55
119878,9,0,90,90
119878,23,0,25,25
119878,60,0,1,1
119878,12,0,6,6
119878,5,920,125,1045
119878,2,0,138,138
119880,1,0,105,105
119880,2,0,232,232
119880,5,472,128,600
119880,28,0,48,48
119880,60,8,2,10
119880,9,0,108,108
119880,23,0,9,9
119880,12,0,12,12
119882,1,0,101,101
119882,5,198,159,357
119882,9,0,106,106
119882,60,4,2,6
119882,28,0,62,62
119882,3,0,4,4
119882,2,0,215,215
119884,1,0,42,42
119884,3,0,9,9
119884,5,76,147,223
119309,9,0,89,89
119309,5,0,88,88
119311,1,0,7,7
119311,28,0,21,21
119311,9,0,133,133
119311,2,0,23,23
119311,5,0,90,90
119313,1,0,14,14
119313,28,0,10,10
119313,12,0,2,2
119313,2,0,5,5
119313,9,0,107,107
119315,5,0,29,29
119315,1,179,234,413
119315,12,0,1,1
119315,9,0,24,24
119315,2,44,29,73
118650,1,336,304,640
119127,3,0,1,1
118632,3,0,1,1
118682,5,0,13,13
118682,9,0,154,154
118682,12,0,19,19
118684,1,0,193,193
118684,2,0,2,2
118684,5,0,6,6
118684,12,0,64,64
118684,28,1302,106,1408
118684,23,0,1,1
118684,9,0,22,22
118686,12,0,46,46
118686,28,860,50,910
118686,9,0,1,1
118686,5,0,24,24
118688,1,0,173,173
118688,28,1594,48,1642
118688,5,0,13,13
118688,9,0,5,5
118688,12,0,47,47
118688,23,0,5,5
118690,1,0,76,76
118690,12,0,7,7
118690,23,0,4,4
118690,28,196,51,247
118690,9,0,65,65
118690,5,0,12,12
118822,23,0,1,1
118822,28,37,44,81
118846,2,0,93,93
118846,3,0,3,3
118846,60,994,68,1062
118846,1,0,4,4
118846,28,118,35,153
118846,12,0,1,1
118846,9,0,1,1
118846,5,228,55,283
118848,28,144,44,188
118848,5,343,118,461
118848,3,0,2,2
118848,2,0,7,7
119425,5,268,132,400
119425,60,2,1,3
119427,1,0,142,142
119427,3,0,5,5
119427,5,420,116,536
119427,12,0,5,5
119427,23,0,11,11
119427,28,0,3,3
119427,9,0,353,353
119427,2,0,6,6
119429,12,0,6,6
119429,9,0,234,234
119429,5,0,120,120
119429,3,0,1,1
119429,2,0,6,6
119429,1,0,120,120
119429,60,0,2,2
119431,1,0,135,135
119431,2,0,6,6
119431,5,42,124,166
119431,9,0,138,138
119431,12,0,7,7
119431,60,0,3,3
119433,1,0,73,73
119433,2,0,3,3
119433,60,0,11,11
119433,28,0,2,2
119433,3,0,5,5
119433,9,0,165,165
119433,12,0,4,4
119153,2,0,8,8
119153,1,0,33,33
119153,3,0,11,11
119153,60,22,48,70
119153,28,0,13,13
119153,5,193,84,277
119155,60,9,64,73
119155,5,0,42,42
119155,3,0,3,3
119155,28,0,14,14
119155,12,0,1,1
119155,2,0,15,15
119160,2,0,16,16
119160,60,317,50,367
119357,9,0,34,34
119357,2,1050,135,1185
119357,3,0,1,1
119357,5,0,11,11
119359,28,300,56,356
119359,12,0,5,5
119359,5,0,84,84
119359,2,370,150,520
119359,1,0,55,55
119361,1,0,45,45
119361,9,0,20,20
119361,2,352,147,499
119361,5,0,109,109
119363,1,0,38,38
119363,2,0,39,39
119363,5,0,77,77
119363,9,0,22,22
119363,28,0,13,13
119365,1,0,28,28
119365,2,230,188,418
119365,9,0,15,15
119365,28,69,53,122
119365,23,0,4,4
119365,5,0,57,57
119367,1,0,67,67
119367,2,155,162,317
119367,5,0,119,119
119367,12,0,6,6
119315,28,0,15,15
119317,1,169,181,350
119317,9,0,16,16
119317,12,0,1,1
119317,5,0,107,107
119317,2,46,31,77
119319,1,0,45,45
119319,2,330,57,387
119319,5,0,67,67
119319,28,25,51,76
119319,60,0,1,1
119319,9,0,35,35
119321,1,0,125,125
119321,60,0,1,1
119321,28,19,62,81
119321,12,0,6,6
119321,2,199,43,242
119321,9,0,46,46
119323,12,0,8,8
119323,9,0,82,82
119323,5,0,172,172
119323,2,478,57,535
119323,1,0,40,40
119323,28,94,54,148
119325,1,0,48,48
118848,1,0,9,9
118848,60,27,75,102
118850,28,103,52,155
118850,5,586,82,668
118850,2,0,68,68
118850,1,0,12,12
118850,12,0,1,1
118850,60,546,74,620
118852,12,0,1,1
118852,9,0,1,1
118852,5,243,88,331
118852,3,0,2,2
118852,28,146,28,174
118852,1,0,7,7
118852,60,223,0,223
118852,2,0,5,5
119216,28,440,61,501
119216,5,0,3,3
119216,2,780,184,964
119216,1,0,4,4
119216,60,0,2,2
119218,1,0,6,6
119218,5,10,6,16
119218,60,0,2,2
119218,28,900,57,957
119218,9,0,1,1
119218,2,325,253,578
119218,3,0,1,1
119220,1,0,1,1
119160,28,0,5,5
119160,9,0,2,2
119160,3,0,4,4
119160,5,153,71,224
119160,1,0,58,58
119162,5,290,76,366
119162,3,0,89,89
119162,2,0,41,41
119162,1,0,86,86
119162,12,0,2,2
119162,9,0,1,1
119162,60,12,54,66
119164,1,0,2,2
119164,28,300,48,348
119164,12,0,8,8
119164,2,300,84,384
119164,3,0,2,2
119166,2,134,102,236
119166,5,0,2,2
119166,60,0,1,1
118936,12,0,3,3
118936,9,0,13,13
118938,1,0,3,3
118938,3,0,32,32
118938,5,2453,58,2511
118938,12,0,1,1
118938,9,0,6,6
118938,60,108,66,174
118938,28,23,39,62
118940,9,0,2,2
118940,12,0,2,2
118940,60,300,70,370
118940,3,0,34,34
118940,2,0,69,69
118940,1,0,13,13
118940,5,6000,83,6083
118940,28,12,50,62
118942,1,0,2,2
118942,2,50,196,246
118942,3,0,2,2
119367,28,0,27,27
119367,9,0,9,9
119369,9,0,20,20
119369,2,74,151,225
119369,12,0,1,1
119369,60,0,2,2
119369,1,0,16,16
119369,28,0,44,44
119371,1,0,57,57
119371,60,0,5,5
119371,28,280,50,330
119371,3,0,10,10
119371,5,0,152,152
119371,12,0,4,4
119371,9,0,94,94
119371,2,2503,180,2683
119373,12,0,11,11
119373,5,0,146,146
119373,3,0,1,1
119373,2,1048,208,1256
119373,1,0,61,61
119220,28,0,1,1
119220,9,0,16,16
119220,23,0,3,3
119220,5,0,1,1
119220,2,0,24,24
119222,1,0,18,18
119222,12,0,2,2
119222,23,0,1,1
119222,28,1602,65,1667
119222,60,17,60,77
119222,9,0,2,2
119222,2,345,128,473
119222,3,0,2,2
119230,1,0,3,3
119230,2,0,71,71
119230,3,0,1,1
119230,5,0,13,13
119230,28,0,3,3
119230,60,0,48,48
119072,5,348,66,414
119072,9,0,8,8
119072,60,238,71,309
119072,28,960,53,1013
119074,28,537,61,598
119074,5,0,36,36
119074,2,0,77,77
119074,1,0,24,24
119074,60,0,38,38
119074,9,0,3,3
119074,12,0,1,1
119076,1,0,10,10
119076,9,0,5,5
119076,28,0,14,14
118942,5,3900,76,3976
118942,9,0,2,2
118942,28,460,60,520
118944,5,97,82,179
118944,1,0,10,10
118944,9,0,4,4
118944,28,543,46,589
118944,60,39,60,99
118944,3,0,6,6
119166,28,505,53,558
119166,1,0,1,1
119166,9,0,1,1
119168,1,0,1,1
119168,2,0,3,3
119168,9,0,6,6
119168,23,1,2,3
119168,28,152,50,202
119168,12,0,5,5
119170,1,0,3,3
119170,28,0,6,6
119172,1,0,2,2
119172,60,300,47,347
119172,28,0,13,13
119172,9,0,1,1
119172,5,25,79,104
119172,2,0,74,74
119174,1,0,3,3
119373,28,101,50,151
119373,60,0,2,2
119373,9,0,97,97
118184,1,1,95,96
119798,2,775,239,1014
119798,3,0,2,2
119798,5,0,99,99
119798,9,0,79,79
119798,28,100,50,150
119798,1,0,77,77
119798,60,0,2,2
119800,1,0,41,41
119800,2,155,301,456
119800,5,0,108,108
119800,9,0,77,77
119800,12,0,21,21
119800,23,0,2,2
119800,28,89,52,141
119802,1,0,55,55
119802,2,84,185,269
119802,5,0,102,102
119802,23,0,1,1
119802,28,18,50,68
119076,12,0,1,1
119076,2,0,166,166
119076,3,0,3,3
119076,5,2000,107,2107
119078,3,0,4,4
119078,1,0,2,2
119078,2,0,161,161
119078,60,600,74,674
119078,28,0,3,3
119078,5,3000,88,3088
119078,12,0,2,2
119078,9,0,10,10
119080,1,0,3,3
119080,60,308,60,368
119080,28,28,36,64
119080,12,0,1,1
119080,9,0,14,14
119080,3,0,1,1
119080,5,270,88,358
119080,2,0,34,34
119082,1,0,5,5
119082,9,0,27,27
119082,12,0,9,9
119082,60,134,78,212
119082,28,935,62,997
119082,2,3116,193,3309
119082,23,0,2,2
119082,5,81,105,186
119084,1,0,37,37
119375,12,0,20,20
119375,9,0,34,34
119375,5,578,163,741
119375,3,0,5,5
119375,2,0,3,3
119375,60,15,4,19
119375,28,0,13,13
119174,2,0,5,5
119174,12,0,3,3
119174,60,0,13,13
119174,28,0,6,6
119174,9,0,1,1
119176,9,0,4,4
119176,12,0,4,4
119176,23,0,2,2
119176,28,0,4,4
119176,2,0,2,2
119178,1,0,1,1
119178,12,0,8,8
119178,9,0,3,3
119180,28,350,58,408
119180,60,0,2,2
119180,12,0,28,28
119180,9,0,7,7
119180,5,0,3,3
119180,2,182,93,275
119180,1,0,4,4
119182,2,1280,142,1422
119182,5,0,38,38
119182,9,0,4,4
119182,28,80,50,130
119182,60,0,63,63
119802,12,0,12,12
119802,9,0,92,92
119802,3,0,11,11
119804,28,40,57,97
119804,9,0,61,61
119804,5,5,181,186
119804,3,0,7,7
119804,2,0,375,375
119804,1,0,146,146
119804,12,0,37,37
119804,60,0,3,3
119806,1,97,320,417
119806,5,50,168,218
119806,28,0,12,12
119375,1,0,3,3
119377,1,0,8,8
119377,2,0,6,6
119377,9,0,20,20
119377,28,0,7,7
119377,5,3516,174,3690
119377,3,0,6,6
119379,60,4,1,5
119379,12,0,7,7
119379,9,0,46,46
119379,5,476,138,614
119379,3,0,11,11
119379,2,0,52,52
119379,28,13,62,75
119381,1,0,30,30
119381,2,0,61,61
119381,5,105,154,259
119381,28,121,49,170
119381,12,0,11,11
119381,60,20,24,44
119381,9,0,18,18
119383,1,0,15,15
119383,2,0,102,102
119084,9,0,97,97
119084,12,0,6,6
119084,23,0,21,21
119084,60,425,48,473
119084,5,70,31,101
119084,2,530,221,751
119086,1,0,15,15
119086,2,0,5,5
119086,9,0,35,35
119086,28,0,13,13
119086,23,458,75,533
119086,12,40,92,132
119088,1,0,2,2
119088,2,843,73,916
119088,5,0,12,12
119088,12,0,28,28
119088,28,0,16,16
119088,9,0,23,23
119090,1,0,3,3
119056,2,0,169,169
119056,5,269,81,350
119056,9,0,3,3
119056,28,414,65,479
119056,1,0,7,7
119056,60,52,50,102
119058,9,0,11,11
119058,2,0,203,203
119058,5,376,76,452
119058,3,0,5,5
119058,60,178,49,227
119058,28,324,45,369
119060,1,0,11,11
119060,9,0,24,24
119060,12,0,6,6
119060,60,53,60,113
119060,28,26,41,67
119060,5,406,60,466
119060,2,0,126,126
119060,3,0,22,22
119062,12,0,4,4
119062,28,200,40,240
119062,1,0,124,124
119184,28,0,21,21
119184,60,50,46,96
119184,12,0,3,3
119184,5,44,45,89
119184,2,104,151,255
119184,1,0,3,3
119186,1,0,13,13
119186,5,0,8,8
119186,2,0,134,134
119186,9,0,2,2
119186,28,0,4,4
119186,60,440,45,485
119188,12,0,1,1
119188,28,100,31,131
119188,60,23,74,97
119806,60,0,2,2
119806,2,0,9,9
119806,3,0,32,32
119808,2,0,2,2
119808,5,135,132,267
119808,3,0,3,3
119808,12,0,2,2
119808,23,0,1,1
119808,60,5,9,14
119808,1,0,28,28
119808,28,52,42,94
119808,9,0,55,55
119810,1,0,163,163
119810,28,20,50,70
119810,60,0,5,5
119810,2,0,8,8
119810,5,0,95,95
119810,12,0,1,1
119810,9,0,11,11
119812,5,0,42,42
119812,1,0,177,177
119812,60,20,38,58
119812,2,0,1,1
119812,28,0,45,45
119814,1,0,41,41
119814,5,0,108,108
119814,28,16,43,59
119814,9,0,10,10
119816,1,0,216,216
119816,2,0,3,3
119816,60,0,33,33
119090,23,0,38,38
119090,28,0,52,52
119090,2,220,44,264
119090,12,0,43,43
119090,9,0,53,53
119092,1,0,10,10
119092,3,172,44,216
119092,2,0,1,1
119092,9,0,14,14
119092,28,0,1,1
119092,23,0,5,5
119092,12,0,15,15
119094,2,0,2,2
119094,12,0,8,8
119094,28,0,4,4
119094,23,0,4,4
119096,1,0,30,30
119096,3,27,180,207
119096,9,0,20,20
119096,12,0,2,2
119096,60,142,45,187
119096,28,0,3,3
119096,23,0,43,43
119096,5,44,66,110
119096,2,0,218,218
119098,2,294,195,489
119098,60,0,33,33
119383,5,275,107,382
119383,3,0,2,2
119383,28,46,55,101
119383,12,0,5,5
119383,9,0,8,8
119383,60,11,4,15
119385,1,0,16,16
119385,2,0,159,159
119385,5,2858,133,2991
119385,3,0,5,5
119385,60,317,14,331
119385,28,0,11,11
119385,23,0,1,1
119385,12,0,2,2
119385,9,0,3,3
119387,1,0,16,16
119387,9,0,10,10
119387,12,0,4,4
119387,5,340,111,451
119387,2,0,207,207
119387,23,0,17,17
119387,28,0,9,9
119387,60,14,4,18
119188,5,235,63,298
119188,2,1208,192,1400
119188,1,0,2,2
119188,9,0,12,12
119190,2,0,177,177
119190,28,81,29,110
119190,5,1216,63,1279
119194,1,0,3,3
119194,5,130,60,190
119194,60,0,27,27
119194,2,0,136,136
119196,60,0,6,6
119196,5,0,4,4
119196,2,247,224,471
119198,1,0,1,1
119198,2,241,203,444
119198,5,0,2,2
119198,60,0,2,2
119200,1,0,1,1
119200,2,328,196,524
119200,5,357,71,428
119200,9,0,4,4
119200,12,0,1,1
119200,60,12,83,95
119200,28,12,37,49
119062,9,0,6,6
119062,60,120,65,185
119062,23,0,1,1
119062,2,0,284,284
119062,5,53,54,107
119062,3,0,29,29
119064,60,0,39,39
119064,28,556,50,606
119064,12,0,9,9
119064,9,0,1,1
119064,2,69,243,312
119064,3,0,4,4
119064,5,32,66,98
119064,1,0,14,14
119066,1,0,11,11
119816,28,23,35,58
119816,12,0,2,2
119816,9,0,6,6
119818,2,0,19,19
119818,3,0,2,2
119818,5,315,84,399
119818,9,0,7,7
119818,12,0,2,2
119818,1,142,311,453
119818,28,0,13,13
119820,1,173,345,518
119820,5,0,75,75
119820,9,0,70,70
119820,12,0,19,19
119820,28,118,28,146
119820,60,0,4,4
119822,2,61,138,199
119822,5,0,56,56
119822,9,0,90,90
119822,1,0,192,192
119822,12,0,3,3
118944,2,41,212,253
119389,1,0,45,45
119389,9,0,11,11
119389,2,145,74,219
119389,5,0,95,95
119389,12,0,3,3
119389,23,0,38,38
119389,60,0,4,4
119391,1,0,19,19
119391,5,708,134,842
119391,12,0,2,2
119391,9,0,5,5
119391,2,0,178,178
119391,60,350,68,418
119391,28,0,22,22
119391,23,0,20,20
119393,1,0,42,42
119393,23,0,2,2
119393,12,0,24,24
119393,9,0,1,1
119393,5,0,52,52
119393,28,51,52,103
119393,2,0,83,83
119395,1,0,132,132
119395,2,0,315,315
119395,3,0,3,3
119395,28,84,59,143
119098,28,105,27,132
119098,23,21,9,30
119098,12,0,2,2
119098,9,0,14,14
119098,1,0,16,16
119098,3,0,1,1
119100,1,0,3,3
119100,5,0,8,8
119100,2,48,27,75
119100,9,0,15,15
119100,60,1877,51,1928
119100,28,0,30,30
119100,23,0,48,48
119100,12,0,8,8
119102,1,0,89,89
119102,3,0,8,8
119102,60,20,50,70
119102,28,0,30,30
119102,12,0,2,2
119102,5,39,73,112
119102,2,18,187,205
119066,28,451,48,499
119066,23,0,3,3
119066,12,0,3,3
119066,9,0,1,1
119066,2,0,233,233
119066,3,0,2,2
119066,5,0,50,50
119068,5,71,74,145
119068,2,736,217,953
119068,1,0,19,19
119068,9,0,3,3
119068,60,0,46,46
119068,28,747,42,789
119068,23,0,3,3
119070,23,0,7,7
119070,9,0,10,10
119070,28,805,34,839
119070,5,97,104,201
119070,3,0,3,3
119070,2,396,210,606
119070,1,0,14,14
119072,1,0,36,36
119072,2,733,225,958
119072,3,0,3,3
119202,1,0,51,51
119202,5,1143,68,1211
119202,28,0,47,47
119202,60,849,84,933
119202,9,0,4,4
119202,2,0,45,45
119202,3,0,29,29
119204,5,0,53,53
119204,3,0,1,1
119204,2,123,255,378
119204,1,0,33,33
119204,28,28,51,79
119204,9,0,1,1
119204,60,2,20,22
119206,1,0,7,7
119206,9,0,37,37
119206,28,0,6,6
119822,28,47,39,86
119824,1,0,128,128
119824,5,0,1,1
119824,9,0,1,1
119824,12,0,34,34
119824,28,81,39,120
119826,1,0,88,88
119826,12,0,16,16
119826,2,0,5,5
119826,5,9,34,43
119826,9,0,106,106
119828,1,0,57,57
119828,60,2,2,4
119828,5,151,161,312
119828,9,0,424,424
119828,12,0,6,6
119828,2,0,10,10
119830,12,0,5,5
119830,9,0,96,96
119830,5,840,94,934
119830,2,0,46,46
119830,23,0,6,6
119830,28,0,35,35
119832,1,0,202,202
119832,23,420,101,521
119832,5,0,11,11
119832,12,0,11,11
119104,28,0,38,38
119104,60,738,45,783
119104,5,164,62,226
119104,2,536,187,723
119104,1,0,43,43
119104,12,0,4,4
119104,9,0,2,2
119106,3,0,19,19
119106,2,25,213,238
119106,1,0,72,72
119106,9,0,2,2
119106,60,512,72,584
119106,28,0,39,39
119106,12,0,4,4
119106,5,92,63,155
119108,1,154,168,322
119108,5,311,55,366
119108,12,0,4,4
119108,60,107,66,173
119108,28,30,48,78
119108,9,0,4,4
119108,2,0,163,163
119108,3,0,182,182
119395,12,0,22,22
119395,9,0,2,2
119395,5,528,92,620
119397,1,0,52,52
119397,5,21,122,143
119397,9,0,7,7
119397,12,0,16,16
119397,23,0,5,5
119397,60,0,11,11
119397,28,13,44,57
119399,1,0,24,24
119399,2,0,79,79
119399,5,0,47,47
119399,12,0,17,17
119399,9,0,3,3
119399,28,17,54,71
119401,1,0,36,36
119401,3,0,7,7
119401,2,0,357,357
119401,60,5,5,10
119401,28,0,42,42
119401,9,0,46,46
119206,60,340,56,396
119206,12,0,3,3
119206,2,0,177,177
119206,5,174,72,246
119206,3,0,1,1
119208,28,400,58,458
119208,12,0,1,1
119208,5,0,9,9
119208,2,20,225,245
119208,1,0,4,4
119208,60,0,9,9
119210,1,0,6,6
119210,23,0,86,86
119210,28,0,34,34
119210,12,0,7,7
119210,2,0,9,9
119210,3,0,3,3
119212,1,0,4,4
119212,60,0,1,1
119212,28,16,2,18
119212,9,0,46,46
119212,12,0,1,1
119212,2,0,2,2
119214,1,0,5,5
119214,5,260,55,315
119214,60,2089,51,2140
119214,28,200,67,267
119214,2,781,190,971
119884,9,0,28,28
119884,12,0,18,18
119884,60,5,10,15
119884,28,229,49,278
119884,2,786,601,1387
119886,9,0,30,30
119886,5,0,136,136
119886,3,0,13,13
119886,2,954,236,1190
119886,1,0,20,20
119886,60,0,3,3
119886,28,95,50,145
119832,9,0,8,8
119834,1,0,274,274
119834,28,142,46,188
119834,12,0,113,113
119834,2,58,37,95
119834,5,0,2,2
119836,12,0,124,124
119836,5,0,2,2
119836,2,0,234,234
119836,1,380,318,698
119836,9,0,6,6
119836,28,1405,47,1452
119838,1,522,295,817
119838,28,484,64,548
119838,9,0,1,1
119838,12,0,115,115
119359,9,0,89,89
119401,5,153,163,316
119403,2,0,194,194
119403,9,0,52,52
119403,5,155,144,299
119403,3,0,4,4
119403,12,0,13,13
119403,1,0,42,42
119405,1,0,47,47
119405,2,0,221,221
119405,3,0,5,5
119405,28,0,65,65
119405,12,0,21,21
119405,9,0,91,91
119405,60,10,1,11
119405,5,580,131,711
119407,1,0,26,26
119407,3,0,4,4
119407,2,0,192,192
119407,60,3,2,5
119407,28,0,48,48
119407,12,0,23,23
119407,9,0,93,93
119110,12,0,1,1
119110,9,0,1,1
119110,5,227,67,294
119110,3,0,1,1
119110,2,0,117,117
119110,1,0,9,9
119110,28,23,44,67
119110,60,322,30,352
119113,1,0,9,9
119113,60,1270,52,1322
119113,28,22,46,68
119113,2,0,68,68
119113,3,0,3,3
119113,9,0,1,1
119113,5,442,67,509
119115,1,0,7,7
119115,60,1166,55,1221
119888,1,0,47,47
119888,60,0,4,4
119888,28,83,45,128
119888,12,0,4,4
119888,9,0,30,30
119888,5,0,119,119
119888,2,277,262,539
119888,3,0,8,8
119890,1,0,8,8
119890,2,0,30,30
119890,5,551,132,683
119890,12,0,1,1
119890,60,11,3,14
119890,28,37,39,76
119890,9,0,30,30
119892,3,0,6,6
119892,5,13889,126,14015
119892,9,0,5,5
119892,1,0,13,13
119892,2,0,34,34
119892,28,0,22,22
119894,1,0,68,68
119894,9,0,6,6
119894,5,9818,94,9912
119325,2,384,53,437
119325,9,0,168,168
119325,5,0,128,128
119325,12,0,14,14
119325,28,63,55,118
119327,9,0,131,131
119327,28,105,52,157
119327,2,393,46,439
119327,1,0,175,175
119327,5,0,126,126
119329,1,0,321,321
119329,9,0,141,141
119329,12,0,7,7
119329,28,81,46,127
119329,2,96,74,170
119329,5,0,110,110
119838,23,0,2,2
119838,2,123,61,184
119840,5,0,67,67
119840,2,219,219,438
119840,1,0,88,88
119840,9,0,30,30
119840,28,25,54,79
119840,23,0,62,62
119842,1,0,68,68
119842,28,113,46,159
119842,5,0,17,17
119842,23,0,22,22
119842,9,0,49,49
119842,2,0,166,166
119844,28,119,39,158
119844,12,0,24,24
119844,9,0,47,47
119844,2,0,48,48
119844,1,0,130,130
119844,23,0,44,44
119846,1,0,77,77
119846,2,354,201,555
119846,5,61,146,207
119846,9,0,31,31
119846,12,0,7,7
119846,23,0,4,4
119846,28,87,48,135
119854,2,819,415,1234
119854,12,0,15,15
119854,28,261,53,314
119283,28,48,55,103
119283,2,263,48,311
119283,12,0,15,15
119283,9,0,2,2
119285,1,0,116,116
119285,9,0,26,26
119285,28,23,60,83
119285,12,0,23,23
119285,2,210,55,265
119285,5,0,92,92
119287,1,0,58,58
119287,12,0,5,5
119287,9,0,47,47
119287,2,45,81,126
119115,9,0,2,2
119115,5,2454,85,2539
119115,2,0,30,30
119115,3,0,4,4
119117,1,0,35,35
119117,28,0,59,59
119117,2,492,247,739
119117,3,0,2,2
119117,5,535,70,605
119117,60,1710,61,1771
119119,1,0,62,62
119119,5,150,64,214
119119,60,328,58,386
119119,28,0,49,49
119119,2,176,251,427
119119,3,0,6,6
119121,1,0,43,43
119121,2,68,225,293
119121,28,37,45,82
119121,60,29,43,72
119121,5,170,80,250
119121,3,0,11,11
119433,23,0,25,25
119435,1,0,35,35
119435,5,0,8,8
119435,9,0,17,17
119435,12,0,2,2
119437,1,0,53,53
119437,23,0,4,4
119439,1,0,44,44
119439,2,0,9,9
119439,5,0,1,1
119439,23,0,17,17
119439,28,15,48,63
119275,2,0,40,40
119275,3,0,7,7
119275,5,0,49,49
119275,9,0,113,113
119275,12,0,15,15
119331,28,53,60,113
119331,9,0,91,91
119331,5,0,97,97
119331,3,0,16,16
119331,2,2142,171,2313
119331,1,0,68,68
119331,12,0,9,9
119333,1,0,120,120
119333,2,0,72,72
119333,9,0,211,211
119333,12,0,30,30
119333,5,0,107,107
119333,3,0,3,3
119333,28,0,29,29
119333,60,0,1,1
119335,12,0,15,15
119335,5,0,99,99
119335,2,0,3,3
119335,1,0,198,198
119335,9,276,249,525
119337,1,0,67,67
119337,12,0,2,2
119337,60,0,5,5
119337,9,0,114,114
119337,2,0,2,2
119894,28,0,12,12
119894,12,0,4,4
119894,2,0,55,55
119894,3,0,2,2
119896,2,0,278,278
119896,1,0,18,18
119896,9,0,4,4
119896,3,0,5,5
119896,5,75,127,202
119898,1,0,10,10
119898,5,6079,97,6176
119898,9,0,6,6
119898,28,0,30,30
119898,12,0,1,1
119898,2,0,134,134
119289,1,0,58,58
119289,9,0,28,28
119289,5,0,94,94
119289,28,0,24,24
119289,12,0,7,7
119289,2,67,111,178
119291,1,0,63,63
119291,2,0,75,75
